Crop_Name,Suitable_Season,State,Average_Cost_Per_Acre,Seed_Cost,Fertilizer_Cost,Labour_Cost,Irrigation_Cost,Machinery_Cost,Other_Cost,Total_Cost,Cost_Unit,Source,Last_Updated
green chili,Rabi,Haryana,40682,4452,6572,18300,4256,4134,2968,40682,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Rabi,Rajasthan,37276,4452,6572,15000,4484,3800,2968,37276,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Rabi,Bihar,34230,4452,6572,13200,3420,3618,2968,34230,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Rabi,Gujarat,38153,4452,6572,15900,4370,3891,2968,38153,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Rabi,Maharashtra,38218,4452,6572,16200,4104,3922,2968,38218,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Rabi,West Bengal,36022,4452,6572,15000,3230,3800,2968,36022,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Rabi,Andhra Pradesh,38434,4452,6572,16500,3990,3952,2968,38434,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Rabi,Telangana,38434,4452,6572,16500,3990,3952,2968,38434,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Rabi,Karnataka,38434,4452,6572,16500,3990,3952,2968,38434,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Rabi,Tamil Nadu,38954,4452,6572,16800,4180,3982,2968,38954,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Rabi,Odisha,34154,4452,6572,13200,3344,3618,2968,34154,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Rabi,Assam,35578,4452,6572,14700,3116,3770,2968,35578,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Rabi,Chhattisgarh,34940,4452,6572,13500,3800,3648,2968,34940,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Rabi,Jharkhand,34610,4452,6572,13200,3800,3618,2968,34610,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Rabi,Uttarakhand,37418,4452,6572,15750,3800,3876,2968,37418,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Rabi,Himachal Pradesh,39566,4452,6572,17700,3800,4074,2968,39566,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Uttar Pradesh,36252,4704,6944,13800,3990,3678,3136,36252,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Madhya Pradesh,36252,4704,6944,13800,3990,3678,3136,36252,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Punjab,42183,4704,6944,18750,4469,4180,3136,42183,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Haryana,41687,4704,6944,18300,4469,4134,3136,41687,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Rajasthan,38292,4704,6944,15000,4708,3800,3136,38292,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Bihar,35193,4704,6944,13200,3591,3618,3136,35193,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Gujarat,39163,4704,6944,15900,4588,3891,3136,39163,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Maharashtra,39215,4704,6944,16200,4309,3922,3136,39215,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,West Bengal,36976,4704,6944,15000,3392,3800,3136,36976,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Andhra Pradesh,39426,4704,6944,16500,4190,3952,3136,39426,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Telangana,39426,4704,6944,16500,4190,3952,3136,39426,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Karnataka,39426,4704,6944,16500,4190,3952,3136,39426,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Tamil Nadu,39955,4704,6944,16800,4389,3982,3136,39955,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Odisha,35113,4704,6944,13200,3511,3618,3136,35113,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Assam,36526,4704,6944,14700,3272,3770,3136,36526,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Chhattisgarh,35922,4704,6944,13500,3990,3648,3136,35922,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Jharkhand,35592,4704,6944,13200,3990,3618,3136,35592,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Uttarakhand,38400,4704,6944,15750,3990,3876,3136,38400,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
green chili,Zaid,Himachal Pradesh,40548,4704,6944,17700,3990,4074,3136,40548,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
red chili,Kharif,Uttar Pradesh,36592,4500,6500,14720,4000,3872,3000,36592,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Madhya Pradesh,36592,4500,6500,14720,4000,3872,3000,36592,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Punjab,42880,4500,6500,20000,4480,4400,3000,42880,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Haryana,42352,4500,6500,19520,4480,4352,3000,42352,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Rajasthan,38720,4500,6500,16000,4720,4000,3000,38720,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Bihar,35488,4500,6500,14080,3600,3808,3000,35488,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Gujarat,39656,4500,6500,16960,4600,4096,3000,39656,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Maharashtra,39728,4500,6500,17280,4320,4128,3000,39728,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,West Bengal,37400,4500,6500,16000,3400,4000,3000,37400,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Andhra Pradesh,39960,4500,6500,17600,4200,4160,3000,39960,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Telangana,39960,4500,6500,17600,4200,4160,3000,39960,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Karnataka,39960,4500,6500,17600,4200,4160,3000,39960,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Tamil Nadu,40512,4500,6500,17920,4400,4192,3000,40512,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Odisha,35408,4500,6500,14080,3520,3808,3000,35408,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Assam,36928,4500,6500,15680,3280,3968,3000,36928,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Chhattisgarh,36240,4500,6500,14400,4000,3840,3000,36240,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Jharkhand,35888,4500,6500,14080,4000,3808,3000,35888,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Uttarakhand,38880,4500,6500,16800,4000,4080,3000,38880,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Kharif,Himachal Pradesh,41168,4500,6500,18880,4000,4288,3000,41168,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Uttar Pradesh,37432,4770,6890,14720,4000,3872,3180,37432,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Madhya Pradesh,37432,4770,6890,14720,4000,3872,3180,37432,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Punjab,43720,4770,6890,20000,4480,4400,3180,43720,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Haryana,43192,4770,6890,19520,4480,4352,3180,43192,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Rajasthan,39560,4770,6890,16000,4720,4000,3180,39560,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Bihar,36328,4770,6890,14080,3600,3808,3180,36328,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Gujarat,40496,4770,6890,16960,4600,4096,3180,40496,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Maharashtra,40568,4770,6890,17280,4320,4128,3180,40568,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,West Bengal,38240,4770,6890,16000,3400,4000,3180,38240,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Andhra Pradesh,40800,4770,6890,17600,4200,4160,3180,40800,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Telangana,40800,4770,6890,17600,4200,4160,3180,40800,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Karnataka,40800,4770,6890,17600,4200,4160,3180,40800,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Tamil Nadu,41352,4770,6890,17920,4400,4192,3180,41352,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Odisha,36248,4770,6890,14080,3520,3808,3180,36248,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Assam,37768,4770,6890,15680,3280,3968,3180,37768,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Chhattisgarh,37080,4770,6890,14400,4000,3840,3180,37080,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Jharkhand,36728,4770,6890,14080,4000,3808,3180,36728,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Uttarakhand,39720,4770,6890,16800,4000,4080,3180,39720,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Rabi,Himachal Pradesh,42008,4770,6890,18880,4000,4288,3180,42008,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Uttar Pradesh,38472,5040,7280,14720,4200,3872,3360,38472,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Madhya Pradesh,38472,5040,7280,14720,4200,3872,3360,38472,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Punjab,44784,5040,7280,20000,4704,4400,3360,44784,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Haryana,44256,5040,7280,19520,4704,4352,3360,44256,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Rajasthan,40636,5040,7280,16000,4956,4000,3360,40636,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Bihar,37348,5040,7280,14080,3780,3808,3360,37348,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Gujarat,41566,5040,7280,16960,4830,4096,3360,41566,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Maharashtra,41624,5040,7280,17280,4536,4128,3360,41624,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,West Bengal,39250,5040,7280,16000,3570,4000,3360,39250,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Andhra Pradesh,41850,5040,7280,17600,4410,4160,3360,41850,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Telangana,41850,5040,7280,17600,4410,4160,3360,41850,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Karnataka,41850,5040,7280,17600,4410,4160,3360,41850,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Tamil Nadu,42412,5040,7280,17920,4620,4192,3360,42412,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Odisha,37264,5040,7280,14080,3696,3808,3360,37264,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Assam,38772,5040,7280,15680,3444,3968,3360,38772,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Chhattisgarh,38120,5040,7280,14400,4200,3840,3360,38120,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Jharkhand,37768,5040,7280,14080,4200,3808,3360,37768,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Uttarakhand,40760,5040,7280,16800,4200,4080,3360,40760,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
red chili,Zaid,Himachal Pradesh,43048,5040,7280,18880,4200,4288,3360,43048,INR/Acre,CACP & ANGRAU Spices Cost Guidelines,2024-2025
okra,Kharif,Uttar Pradesh,26078,2800,4800,10580,2800,3098,2000,26078,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Madhya Pradesh,26078,2800,4800,10580,2800,3098,2000,26078,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Punjab,30631,2800,4800,14375,3136,3520,2000,30631,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Haryana,30248,2800,4800,14030,3136,3482,2000,30248,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Rajasthan,27604,2800,4800,11500,3304,3200,2000,27604,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Bihar,25286,2800,4800,10120,2520,3046,2000,25286,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Gujarat,28287,2800,4800,12190,3220,3277,2000,28287,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Maharashtra,28346,2800,4800,12420,3024,3302,2000,28346,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,West Bengal,26680,2800,4800,11500,2380,3200,2000,26680,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Andhra Pradesh,28518,2800,4800,12650,2940,3328,2000,28518,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Telangana,28518,2800,4800,12650,2940,3328,2000,28518,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Karnataka,28518,2800,4800,12650,2940,3328,2000,28518,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Tamil Nadu,28914,2800,4800,12880,3080,3354,2000,28914,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Odisha,25230,2800,4800,10120,2464,3046,2000,25230,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Assam,26340,2800,4800,11270,2296,3174,2000,26340,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Chhattisgarh,25822,2800,4800,10350,2800,3072,2000,25822,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Jharkhand,25566,2800,4800,10120,2800,3046,2000,25566,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Uttarakhand,27739,2800,4800,12075,2800,3264,2000,27739,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Kharif,Himachal Pradesh,29400,2800,4800,13570,2800,3430,2000,29400,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Uttar Pradesh,26654,2968,5088,10580,2800,3098,2120,26654,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Madhya Pradesh,26654,2968,5088,10580,2800,3098,2120,26654,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Punjab,31207,2968,5088,14375,3136,3520,2120,31207,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Haryana,30824,2968,5088,14030,3136,3482,2120,30824,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Rajasthan,28180,2968,5088,11500,3304,3200,2120,28180,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Bihar,25862,2968,5088,10120,2520,3046,2120,25862,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Gujarat,28863,2968,5088,12190,3220,3277,2120,28863,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Maharashtra,28922,2968,5088,12420,3024,3302,2120,28922,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,West Bengal,27256,2968,5088,11500,2380,3200,2120,27256,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Andhra Pradesh,29094,2968,5088,12650,2940,3328,2120,29094,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Telangana,29094,2968,5088,12650,2940,3328,2120,29094,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Karnataka,29094,2968,5088,12650,2940,3328,2120,29094,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Tamil Nadu,29490,2968,5088,12880,3080,3354,2120,29490,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Odisha,25806,2968,5088,10120,2464,3046,2120,25806,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Assam,26916,2968,5088,11270,2296,3174,2120,26916,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Chhattisgarh,26398,2968,5088,10350,2800,3072,2120,26398,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Jharkhand,26142,2968,5088,10120,2800,3046,2120,26142,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Uttarakhand,28315,2968,5088,12075,2800,3264,2120,28315,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Rabi,Himachal Pradesh,29976,2968,5088,13570,2800,3430,2120,29976,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Uttar Pradesh,27370,3136,5376,10580,2940,3098,2240,27370,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Madhya Pradesh,27370,3136,5376,10580,2940,3098,2240,27370,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Punjab,31940,3136,5376,14375,3293,3520,2240,31940,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Haryana,31557,3136,5376,14030,3293,3482,2240,31557,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Rajasthan,28921,3136,5376,11500,3469,3200,2240,28921,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Bihar,26564,3136,5376,10120,2646,3046,2240,26564,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Gujarat,29600,3136,5376,12190,3381,3277,2240,29600,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Maharashtra,29649,3136,5376,12420,3175,3302,2240,29649,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,West Bengal,27951,3136,5376,11500,2499,3200,2240,27951,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Andhra Pradesh,29817,3136,5376,12650,3087,3328,2240,29817,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Telangana,29817,3136,5376,12650,3087,3328,2240,29817,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Karnataka,29817,3136,5376,12650,3087,3328,2240,29817,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Tamil Nadu,30220,3136,5376,12880,3234,3354,2240,30220,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Odisha,26505,3136,5376,10120,2587,3046,2240,26505,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Assam,27607,3136,5376,11270,2411,3174,2240,27607,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Chhattisgarh,27114,3136,5376,10350,2940,3072,2240,27114,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Jharkhand,26858,3136,5376,10120,2940,3046,2240,26858,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Uttarakhand,29031,3136,5376,12075,2940,3264,2240,29031,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
okra,Zaid,Himachal Pradesh,30692,3136,5376,13570,2940,3430,2240,30692,INR/Acre,State Horticulture Dept Cost Norms,2024-2025
drumstick pods,Kharif,Uttar Pradesh,22250,2500,4000,8740,2500,2710,1800,22250,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Madhya Pradesh,22250,2500,4000,8740,2500,2710,1800,22250,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Punjab,26055,2500,4000,11875,2800,3080,1800,26055,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Haryana,25736,2500,4000,11590,2800,3046,1800,25736,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Rajasthan,23550,2500,4000,9500,2950,2800,1800,23550,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Bihar,21576,2500,4000,8360,2250,2666,1800,21576,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Gujarat,24112,2500,4000,10070,2875,2867,1800,24112,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Maharashtra,24150,2500,4000,10260,2700,2890,1800,24150,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,West Bengal,22725,2500,4000,9500,2125,2800,1800,22725,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Andhra Pradesh,24287,2500,4000,10450,2625,2912,1800,24287,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Telangana,24287,2500,4000,10450,2625,2912,1800,24287,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Karnataka,24287,2500,4000,10450,2625,2912,1800,24287,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Tamil Nadu,24624,2500,4000,10640,2750,2934,1800,24624,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Odisha,21526,2500,4000,8360,2200,2666,1800,21526,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Assam,22438,2500,4000,9310,2050,2778,1800,22438,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Chhattisgarh,22038,2500,4000,8550,2500,2688,1800,22038,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Jharkhand,21826,2500,4000,8360,2500,2666,1800,21826,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Uttarakhand,23631,2500,4000,9975,2500,2856,1800,23631,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Kharif,Himachal Pradesh,25012,2500,4000,11210,2500,3002,1800,25012,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Uttar Pradesh,22748,2650,4240,8740,2500,2710,1908,22748,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Madhya Pradesh,22748,2650,4240,8740,2500,2710,1908,22748,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Punjab,26553,2650,4240,11875,2800,3080,1908,26553,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Haryana,26234,2650,4240,11590,2800,3046,1908,26234,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Rajasthan,24048,2650,4240,9500,2950,2800,1908,24048,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Bihar,22074,2650,4240,8360,2250,2666,1908,22074,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Gujarat,24610,2650,4240,10070,2875,2867,1908,24610,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Maharashtra,24648,2650,4240,10260,2700,2890,1908,24648,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,West Bengal,23223,2650,4240,9500,2125,2800,1908,23223,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Andhra Pradesh,24785,2650,4240,10450,2625,2912,1908,24785,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Telangana,24785,2650,4240,10450,2625,2912,1908,24785,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Karnataka,24785,2650,4240,10450,2625,2912,1908,24785,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Tamil Nadu,25122,2650,4240,10640,2750,2934,1908,25122,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Odisha,22024,2650,4240,8360,2200,2666,1908,22024,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Assam,22936,2650,4240,9310,2050,2778,1908,22936,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Chhattisgarh,22536,2650,4240,8550,2500,2688,1908,22536,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Jharkhand,22324,2650,4240,8360,2500,2666,1908,22324,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Uttarakhand,24129,2650,4240,9975,2500,2856,1908,24129,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Rabi,Himachal Pradesh,25510,2650,4240,11210,2500,3002,1908,25510,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Zaid,Uttar Pradesh,23371,2800,4480,8740,2625,2710,2016,23371,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Zaid,Madhya Pradesh,23371,2800,4480,8740,2625,2710,2016,23371,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Zaid,Punjab,27191,2800,4480,11875,2940,3080,2016,27191,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Zaid,Haryana,26872,2800,4480,11590,2940,3046,2016,26872,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Zaid,Rajasthan,24694,2800,4480,9500,3098,2800,2016,24694,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Zaid,Bihar,22684,2800,4480,8360,2362,2666,2016,22684,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Zaid,Gujarat,25252,2800,4480,10070,3019,2867,2016,25252,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
drumstick pods,Zaid,Maharashtra,25281,2800,4480,10260,2835,2890,2016,25281,INR/Acre,TNAU Horticulture Package of Practices,2024-2025
